"district","rps01","rps02","rps03","rps04","rps05","rps06","rps07","rps08","rps09","rps10","rps11","rps12","rps13","rps14","rps15","rps16","rps17","rps18","rps19","rps20","rps21","rps22","rps23","rps24","rps25","rps26","rps27","rps28","rps29","rps30","rps31"
"三峽區","房地(土地+建物)+車位","新北市三峽區光明路３５號五樓","17.59","商","","","1120415","土地1建物1車位1","五層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1010928","174.01","3","2","2","有","有","15900000","100341","坡道平面","27.51","1200000","其他增建；","RPUNMLPLMHIGFIF09DA","88.94","6.84","10.86","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區民生街１巷５之１１７號七樓","18.17","住","","","1120303","土地1建物1車位1","七層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1031211","123.04","2","2","1","有","有","12700000","120120","坡道平面","29.8","1500000","","RPPNMLQKLHIGFIF48DA","56.4","1.48","8.5","有"
"三峽區","房地(土地+建物)","新北市三峽區永安街１８８號七樓之１","12.7","住","","","1120314","土地1建物1車位0","七層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","860617","96.44","3","2","2","有","有","10000000","103691","","0","0","陽台外推；夾層；其他增建；","RPROMLRKMHIGFIF98DA","59.73","0","6.53","有"
"三峽區","房地(土地+建物)","新北市三峽區二鬮路１３６巷９５號七樓","44.88","","山坡地保育區","丙種建築用地","1120329","土地3建物1車位0","七層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","830927","102.97","2","1","2","有","有","6680000","64873","","0","0","其他增建；","RPSNMLTKMHIGFIF56DA","72.41","0.86","9.21","有"
"三峽區","房地(土地+建物)","新北市三峽區民生街１巷１之４０號四樓","23.97","住","","","1120318","土地1建物1車位0","四層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","831011","110.76","3","2","2","有","無","10200000","92091","","0","0","陽台有遮雨棚其他增建；","RPPNMLSLLHIGFIF78DA","81.06","0.69","10.4","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區國際一街７２之２號","83.29","住","","","1120313","土地3建物1車位1","全","四層","透天厝","住家用","鋼筋混凝土造","971008","268.83","5","3","4","有","有","27550000","102481","坡道平面","21.24","0","增建:鐵鋁窗、一樓空地、屋突。頂樓加蓋；其他增建；","RPOOMLKLMHIGFIF08DA","197.71","9.04","7.76","無"
"三峽區","房地(土地+建物)","新北市三峽區長泰街４５號七樓","18.75","住","","","1120317","土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","831012","105.3","3","2","2","有","有","8400000","79772","","0","0","","RPUNMLKLMHIGFIF58DA","80.05","2.02","2.94","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路１２號十樓之１","21.56","住","","","1120324","土地1建物1車位1","十層，夾層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","861226","148.29","6","2","3","有","有","11000000","74179","坡道平面","0","0","陽台外推；夾層；其他增建；","RPRPMLLKMHIGFIF48DA","78.93","0","11.54","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大德路２８８之１號七樓","22.63","住","","","1120310","土地1建物1車位1","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1001101","174.03","4","2","2","有","有","20880000","119979","坡道平面","13","0","陽台外推；","RPROMLNKLHIGFIF48DA","87.25","12.09","10.16","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區三樹路２６５號七樓","16.65","住","","","1120325","土地1建物1車位1","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","940609","134.33","3","2","2","有","有","13520000","109742","坡道平面","24.8","1500000","","RPPPMLLKMHIGFIF28DA","72.27","0.66","7.78","有"
"三峽區","房地(土地+建物)","新北市三峽區民生街１９巷７弄４４號四樓","24.51","住","","","1120331","土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","790612","154.56","4","2","2","有","有","11800000","76346","","0","0","","RPPOMLOKMHIGFIF48DA","116.72","0","14.78","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區長泰街７３號七樓之一","14.81","住","","","1120318","土地1建物1車位1","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1071022","88.97","1","1","1","有","有","8220000","103963","升降機械","18.56","900000","","RPSNMLRLMHIGFIF56EA","40.5","2.59","6.18","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區學勤路１８２之１號十樓","11.94","商","","","1120327","土地1建物1車位1","十層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","960727","145.12","2","2","1","有","有","15600000","137173","坡道平面","42.33","1500000","","RPRNMLPLMHIGFIF88EA","65.87","0","4.54","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區國慶路１４８號六樓之二","15.53","住","","","1120302","土地1建物1車位1","六層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","951208","120.87","2","2","1","有","有","13300000","110036","坡道平面","38.32","0","","RPXNMLLLMHIGFIF98DA","54.28","0","5.46","有"
"三峽區","房地(土地+建物)","新北市三峽區長泰街４１巷２２號五樓","20.48","住","","","1120315","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","761102","97.44","4","1","1","有","無","5700000","58498","","0","0","","RPOQMLLLLHIGFIF28DA","87.36","0","10.08","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路１２之９號三樓","30.45","住","","","1120224","土地1建物1車位1","三層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1060525","149.88","3","2","1","有","有","16460000","109821","坡道平面","29.38","0","","RPUNMLRKMHIGFIF56DA","65.05","8.94","5.52","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區學成路３１７號二十樓","26.31","商","","","1120212","土地1建物1車位2","二十層","二十八層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1010724","289.81","4","2","2","有","有","33260000","141053","坡道平面","75.28","3000000","","RPSOMLTKMHIGFIF66DA","140.32","2.23","14.29","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大學路１１３號九樓之六","40.65","住","","","1120221","土地1建物1車位1","九層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1060613","206.9","3","2","2","有","有","22000000","106332","坡道平面","35.99","0","親友、員工、共有人或其他特殊關係間之交易；","RPVOMLTKMHIGFIF96DA","99.3","5.24","12.72","有"
"三峽區","房地(土地+建物)","新北市三峽區國光街３３號四樓","31.55","住","","","1120213","土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","790906","143.98","4","2","2","有","有","13200000","91679","","0","0","","RPSOMLRKMHIGFIF09DA","123.45","0","10.31","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大德路１５５號四樓","51.5","住","","","1120223","土地1建物1車位1","四層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1011206","226.31","4","2","2","有","有","25580000","113031","坡道平面","36.01","0","","RPSNMLLLMHIGFIF58EA","115.91","3.13","12.64","有"
"三峽區","土地","介壽段3-17地號","748","住","","","1111211","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","93000000","124332","","0","0","本案依土地法第34條之1辦理3-7地號有鐵皮屋","RPSOMLOKLHIGFIF68DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷７號五樓","20.95","住","","","1111121","土地1建物1車位1","五層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","114.02","2","2","1","有","有","6940000","57562","一樓平面","16.56","1330000","土地買賣價格：336.6萬元，房屋買賣價格：224.4萬元，車位133萬元預售屋、或土地及建物分件登記案件；","RPSOMLLKMHIGFIF48DA","55.03","7.08","6.23","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷１３號三樓","27.92","住","","","1111121","土地1建物1車位1","三層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","149.63","3","2","2","有","有","8540000","54182","一樓平面","16.56","1330000","土地買賣價格：432.6萬元，房屋買賣價格：288.4萬元，車位133萬元預售屋、或土地及建物分件登記案件；","RPOPMLLKMHIGFIF18DA","76.42","6.44","9.74","有"
"三峽區","土地","佳興段1001-4地號","20.92","","一般農業區","甲種建築用地","1111030","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","560000","26769","","0","0","","RPPNMLTKMHIGFIF88DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷５號六樓","29.81","住","","","1100206","土地1建物1車位1","六層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","157.55","3","2","2","有","有","11000000","62416","一樓平面","16.56","2200000","土地買賣價格：528萬元，房屋買賣價格：352萬元，車位220萬元預售屋、或土地及建物分件登記案件；","RPPPMLPJMHIGFIF58DA","82.13","6.37","9.03","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷５號七樓","29.81","住","","","1100206","土地1建物1車位1","七層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","157.55","3","2","2","有","有","11180000","62983","一樓平面","16.56","2300000","土地買賣價格：532.8萬元，房屋買賣價格：355.2萬元，車位230萬元預售屋、或土地及建物分件登記案件；","RPRPMLPJMHIGFIF78DA","82.13","6.37","9.03","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷５號五樓","29.81","住","","","1100206","土地1建物1車位1","五層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","157.55","3","2","2","有","有","10700000","61707","一樓平面","16.56","2000000","土地買賣價格：522萬元，房屋買賣價格：348萬元，車位200萬元預售屋、或土地及建物分件登記案件；","RPPOMLLKMHIGFIF18DA","82.13","6.37","9.03","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷３號四樓","25.59","住","","","1091029","土地1建物1車位0","四層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","134.16","3","2","2","有","有","7880000","58736","","0","0","土地買賣價格：472.8萬元，房屋買賣價格：315.2萬元預售屋、或土地及建物分件登記案件；","RPQOMLPJMHIGFIF58DA","78.57","7.3","6.66","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷３號六樓","25.59","住","","","1091011","土地1建物1車位0","六層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","134.16","3","2","2","有","有","8150000","60748","","0","0","土地買賣價格：489萬元，房屋買賣價格：326萬元預售屋、或土地及建物分件登記案件；","RPSOMLPJMHIGFIF78DA","78.57","7.3","6.66","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷３號七樓","29.09","住","","","1091011","土地1建物1車位0","七層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","134.16","3","2","2","有","有","8250000","61494","","0","0","土地買賣價格：495萬元，房屋買賣價格：330萬元預售屋、或土地及建物分件登記案件；","RPTOMLPJMHIGFIF88DA","78.57","7.3","6.66","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷３號八樓","25.59","住","","","1091003","土地1建物1車位0","八層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","134.16","3","2","2","有","有","8300000","61866","","0","0","土地買賣價格：498萬元，房屋買賣價格：332萬元預售屋、或土地及建物分件登記案件；","RPUOMLPJMHIGFIF98DA","78.57","7.3","6.66","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷３號十樓","27.4","住","","","1091005","土地1建物1車位1","十層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","142.44","3","2","2","有","有","9000000","62984","其他","8.28","550000","土地買賣價格：507萬元，房屋買賣價格：338萬元，車位55萬元預售屋、或土地及建物分件登記案件；","RPWOMLPJMHIGFIF56DA","78.57","7.3","6.66","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷３號十一樓","27.4","住","","","1091027","土地1建物1車位1","十一層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","142.44","3","2","2","有","有","8880000","61717","其他","8.28","600000","土地買賣價格：496.8萬元，房屋買賣價格：331.2萬元，車位60萬元預售屋、或土地及建物分件登記案件；","RPXOMLPJMHIGFIF66DA","78.57","7.3","6.66","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷３號五樓","25.59","住","","","1090930","土地1建物1車位0","五層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","134.16","3","2","2","有","有","8000000","59630","","0","0","土地買賣價格：480萬元，房屋買賣價格：320萬元預售屋、或土地及建物分件登記案件；","RPROMLPJMHIGFIF68DA","78.57","7.3","6.66","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷５號九樓","28.61","住","","","1090802","土地1建物1車位1","九層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","149.27","3","2","2","有","有","9580000","62983","其他","8.28","700000","土地買賣價格：532.8萬元，房屋買賣價格：355.2萬元，車位70萬元預售屋、或土地及建物分件登記案件；","RPSPMLPJMHIGFIF88DA","82.13","6.37","9.03","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷５號三樓","28.61","住","","","1090707","土地1建物1車位1","三層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","149.27","3","2","2","有","有","9200000","60288","其他","8.28","700000","土地買賣價格：510萬元，房屋買賣價格：340萬元，車位70萬元預售屋、或土地及建物分件登記案件；","RPOPMLPJMHIGFIF48DA","82.13","6.37","9.03","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷１號十一樓","17.34","住","","","1090731","土地1建物1車位0","十一層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","92.45","2","2","1","有","有","5780000","62520","","0","0","土地買賣價格：346.8萬元，房屋買賣價格：231.2萬元預售屋、或土地及建物分件登記案件；","RPOOMLPJMHIGFIF38DA","53.17","6.19","4.93","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷１號三樓","17.34","住","","","1090611","土地1建物1車位0","三層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","92.45","2","2","1","有","有","5430000","58734","","0","0","土地買賣價格：325.8萬元，房屋買賣價格：217.2萬元預售屋、或土地及建物分件登記案件；","RPQNMLPJMHIGFIF48DA","53.17","6.19","4.93","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷１號四樓","17.34","住","","","1090601","土地1建物1車位0","四層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","92.45","2","2","1","有","有","5380000","58194","","0","0","土地買賣價格：322.8萬元，房屋買賣價格：215.2萬元預售屋、或土地及建物分件登記案件；","RPRNMLPJMHIGFIF58DA","53.17","6.19","4.93","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷７號三樓","17.94","住","","","1090503","土地1建物1車位0","三層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","97.47","2","2","1","有","有","6000000","61557","","0","0","土地買賣價格：360萬元，房屋買賣價格：240萬元預售屋、或土地及建物分件登記案件；","RPVPMLPJMHIGFIF56DA","55.03","7.08","6.23","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷９號四樓","19.75","住","","","1090508","土地1建物1車位1","四層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","105.42","2","2","1","有","有","6820000","60943","其他","8.28","900000","土地買賣價格：355.2萬元，房屋買賣價格：236.8萬元，車位90萬元預售屋、或土地及建物分件登記案件；","RPPQMLPJMHIGFIF68DA","55.03","6.8","6.18","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷９號二樓","19.75","住","","","1090515","土地1建物1車位1","二層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","105.39","2","2","1","有","有","6750000","63330","其他","8.28","600000","土地買賣價格：369萬元，房屋買賣價格：246萬元，車位60萬元預售屋、或土地及建物分件登記案件；","RPUOMLLKMHIGFIF68DA","55.03","6.8","6.18","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷１號二樓","17.34","住","","","1090530","土地1建物1車位0","二層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","92.45","2","2","1","有","有","5300000","57328","","0","0","土地買賣價格：318萬元，房屋買賣價格：212萬元預售屋、或土地及建物分件登記案件；","RPPNMLPJMHIGFIF38DA","53.17","6.19","4.93","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷７號四樓","17.94","住","","","1090428","土地1建物1車位0","四層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","97.47","2","2","1","有","有","5950000","61044","","0","0","土地買賣價格：357萬元，房屋買賣價格：238萬元預售屋、或土地及建物分件登記案件；","RPWPMLPJMHIGFIF66DA","55.03","7.08","6.23","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷１３號四樓","26.71","住","","","1090425","土地1建物1車位1","四層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","141.35","3","2","2","有","有","8450000","58240","其他","8.28","700000","土地買賣價格：465萬元，房屋買賣價格：310萬元，車位70萬元預售屋、或土地及建物分件登記案件；","RPORMLPJMHIGFIF68DA","76.42","6.44","9.74","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷１３號五樓","27.92","住","","","1090427","土地1建物1車位1","五層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","149.63","3","2","2","有","有","10300000","60119","一樓平面","16.56","2300000","土地買賣價格：480萬元，房屋買賣價格：320萬元，車位230萬元預售屋、或土地及建物分件登記案件；","RPPRMLPJMHIGFIF78DA","76.42","6.44","9.74","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷５號八樓","28.61","住","","","1090418","土地1建物1車位1","八層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","149.27","3","2","2","有","有","9030000","59791","其他","8.28","600000","土地買賣價格：505.8萬元，房屋買賣價格：337.2萬元，車位60萬元預售屋、或土地及建物分件登記案件；","RPQOMLLKMHIGFIF28DA","82.13","6.37","9.03","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２８５巷７號二樓","19.75","住","","","1090412","土地1建物1車位1","二層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","105.72","2","2","1","有","有","6270000","59216","其他","8.28","500000","土地買賣價格：346.2萬元，房屋買賣價格：230.8萬元，車位50萬元預售屋、或土地及建物分件登記案件；","RPROMLLKMHIGFIF38DA","55.03","7.08","6.23","有"
"三峽區","房地(土地+建物)","新北市三峽區大同路２８５巷１號十樓","17.34","住","","","1090411","土地1建物1車位0","十層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111128","92.45","2","2","1","有","有","5700000","61655","","0","0","土地買賣價格：342萬元，房屋買賣價格：228萬元預售屋、或土地及建物分件登記案件；","RPXNMLPJMHIGFIF56DA","53.17","6.19","4.93","有"
