"district","rps01","rps02","rps03","rps04","rps05","rps06","rps07","rps08","rps09","rps10","rps11","rps12","rps13","rps14","rps15","rps16","rps17","rps18","rps19","rps20","rps21","rps22","rps23","rps24","rps25","rps26","rps27","rps28","rps29","rps30","rps31"
"三峽區","房地(土地+建物)","新北市三峽區大勇路３巷１０號四樓","33","住","","","1120126","土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","","83.88","3","1","1","無","無","6300000","75107","","0","0","頂樓加蓋；","RPOOMLSJLHIGFIF58DA","77.78","0","6.1","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區國際一街３８號三樓之五","22.15","住","","","1120101","土地1建物1車位1","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","960627","155.08","3","2","2","無","有","18200000","126582","坡道平面","23.94","1600000","陽台外推；","RPQNMLTJLHIGFIF88EA","86.7","1.35","10.33","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區復興路３６之１號十樓之二","12.64","住","","","1120114","土地1建物1車位1","十層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","881103","130.96","3","2","2","無","有","12750000","113746","升降機械","27.66","1000000","陽台外推；","RPRPMLTJLHIGFIF09DA","75.3","0.98","12.28","有"
"三峽區","房地(土地+建物)","新北市三峽區復興路４４７號三樓之１","3.44","住","","","1120118","土地1建物1車位0","三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","841013","32.15","1","1","1","有","有","4000000","124417","","0","0","","RPRPMLNKLHIGFIF58DA","26.43","0","0","有"
"三峽區","房地(土地+建物)","新北市三峽區復興路１７６號十二樓之１","4.59","都市：其他:住宅區","","","1120101","土地2建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","830517","32.85","1","1","1","有","有","4000000","121766","","0","0","","RPSNMLNLKHIGFIF48DA","21.34","0","4.05","有"
"三峽區","房地(土地+建物)","新北市三峽區中華路１３之５號六樓之八","11.42","商","","","1111231","土地1建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","辦公用","鋼筋混凝土造","850129","122.2","3","2","2","有","有","11800000","96563","","0","0","","RPTNMLKKJHIGFIF08DA","73.91","0","7.85","有"
"三峽區","土地","溪北段599地號","67.54","","一般農業區","農牧用地","1111214","土地4建物0車位0","","","其他","","","","0","0","0","0","有","無","2500000","37015","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPXNMLNJKHIGFIF78DA","0","0","0","無"
"三峽區","土地","溪東段2152地號","3004.43","","一般農業區","農牧用地","1111230","土地4建物0車位0","","","其他","","","","0","0","0","0","有","無","66660000","22187","","0","0","","RPXOMLKKKHIGFIF68DA","0","0","0","無"
"三峽區","房地(土地+建物)","新北市三峽區光明路７５巷１０之１號八樓","15.82","住","","","1111230","土地1建物1車位0","八層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1060328","75.58","2","1","1","無","無","7600000","100556","","0","0","","RPWOMLNJLHIGFIF88DA","44.27","2.08","6.23","有"
"三峽區","房地(土地+建物)","新北市三峽區復興路４５５號十三樓之１","3.71","住","","","1111213","土地1建物1車位0","十三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","841013","33.68","1","1","1","有","有","4000000","118765","","0","0","","RPSNMLKKLHIGFIF18DA","27.96","0","0","有"
"三峽區","房地(土地+建物)","新北市三峽區復興路４５５號十五樓之３","3.71","住","","","1111213","土地1建物1車位0","十五層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","841013","33.55","1","1","1","有","有","4000000","119225","","0","0","","RPTNMLKKLHIGFIF28DA","27.83","0","0","有"
"三峽區","房地(土地+建物)","新北市三峽區弘園街４５號十樓","11.87","商","","","1111228","土地1建物1車位0","十層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1050912","99.64","3","2","1","有","有","9500000","95343","","0","0","夾層；","RPTNMLPKLHIGFIF88EA","55.74","5.58","6.7","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５１號","48.5","住","","","1090406","土地1建物1車位1","一層，二層","八層","華廈(10層含以下有電梯)","其他","鋼筋混凝土造","1111227","211.95","0","0","0","有","有","21000000","117876","坡道平面","47.37","1600000","土地價款:1067萬元整建物價款:873萬元整112.1.17更名總價不變預售屋、或土地及建物分件登記案件；","RPRNMLMJLHIGFIF18DA","104.19","0","5.89","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５１號八樓","34.36","住","","","1090122","土地1建物1車位1","八層，見其他登記事項","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","163.86","2","2","2","無","有","16000000","123616","坡道平面","47.37","1600000","土地價款:792萬元整建物價款:648萬元整112.2.21更名總價不變預售屋、或土地及建物分件登記案件；","RPWPMLLLKHIGFIF88DA","67.77","0","10.14","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５５號","34.56","住","","","1090101","土地1建物1車位1","一層，二層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","164.5","2","2","2","無","有","16020000","123965","坡道平面","47.37","1500000","土地價款:798.5萬元整建物價款:653.5萬元整預售屋、或土地及建物分件登記案件；","RPSNMLLLKHIGFIF28DA","66.46","0","11.88","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５３號六樓","27.59","住","","","1090112","土地1建物1車位1","六層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","140.84","2","2","2","無","有","12190000","113298","坡道平面","47.37","1600000","土地價款:582萬元整建物價款:477萬元整預售屋、或土地及建物分件登記案件；","RPUNMLLLKHIGFIF48DA","55.11","0","7.4","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５５號四樓","24.03","住","","","1081229","土地1建物1車位1","四層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","128.74","2","2","2","無","有","10550000","111220","坡道平面","47.37","1500000","土地價款:497.5萬元整建物價款:407.5萬元整預售屋、或土地及建物分件登記案件；","RPVOMLLLKHIGFIF68DA","50.54","0","3.88","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５５號五樓","24.03","住","","","1081228","土地1建物1車位1","五層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","128.74","2","2","2","無","有","10660000","112572","坡道平面","47.37","1500000","土地價款:503.5萬元整建物價款:412.5萬元整預售屋、或土地及建物分件登記案件；","RPOPMLLLKHIGFIF08DA","50.54","0","3.88","有"
"三峽區","房地(土地+建物)","新北市三峽區大觀路５５號七樓","23.94","住","","","1081230","土地1建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","81.37","2","2","2","無","有","9300000","114293","","0","0","土地價款:511萬元整建物價款:419萬元整預售屋、或土地及建物分件登記案件；","RPQPMLLLKHIGFIF28DA","50.54","0","3.88","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５７號五樓","24.03","住","","","1081231","土地1建物1車位1","五層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","128.74","2","2","2","無","有","10670000","112695","坡道平面","47.37","1500000","土地價款:504.5萬元整建物價款:412.5萬元整110.10.21更名總價不變預售屋、或土地及建物分件登記案件；","RPSPMLLLKHIGFIF48DA","50.54","0","3.88","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５７號七樓","24.03","住","","","1081231","土地1建物1車位1","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","128.74","2","2","2","無","有","10800000","114293","坡道平面","47.37","1500000","土地價款:511.5萬元整建物價款:418.5萬元整預售屋、或土地及建物分件登記案件；","RPTPMLLLKHIGFIF58DA","50.54","0","3.88","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５１號六樓","27.91","住","","","1081228","土地1建物1車位1","六層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","141.96","2","2","2","無","有","12250000","112591","坡道平面","47.37","1600000","土地價款:585萬元整建物價款:480萬元整預售屋、或土地及建物分件登記案件；","RPUPMLLLKHIGFIF68DA","55.86","0","7.4","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５７號六樓","24.04","住","","","1081229","土地1建物1車位1","六層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","136","2","2","2","無","有","10860000","112558","坡道平面","54.62","1700000","土地價款:503.5萬元整建物價款:412.5萬元整預售屋、或土地及建物分件登記案件；","RPXPMLLLKHIGFIF98DA","50.54","0","3.88","有"
"三峽區","房地(土地+建物)","新北市三峽區大觀路５３號七樓","27.5","住","","","1081231","土地1建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","93.47","2","2","2","無","有","10630000","113726","","0","0","土地價款:584萬元整建物價款:479萬元整112.2.15更名總價不變預售屋、或土地及建物分件登記案件；","RPVNMLLLKHIGFIF58DA","55.11","0","7.4","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５３號八樓","34.46","住","","","1081228","土地1建物1車位2","八層，見其他登記事項","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","211.23","2","2","2","無","有","17650000","125762","坡道平面","94.74","3000000","土地價款:805萬元整建物價款:660萬元整預售屋、或土地及建物分件登記案件；","RPWNMLLLKHIGFIF68DA","67.77","0","10.14","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５１號三樓","27.9","住","","","1081228","土地1建物1車位1","三層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","140.87","2","2","2","無","有","13070000","122317","坡道平面","46.28","1500000","土地價款:636.5萬元整建物價款:520.5萬元整預售屋、或土地及建物分件登記案件；","RPQOMLLLKHIGFIF18DA","55.86","0","7.4","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５１號五樓","27.91","住","","","1081230","土地1建物1車位1","五層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","141.96","2","2","2","無","有","12220000","113331","坡道平面","47.37","1500000","土地價款:589.5萬元整建物價款:482.5萬元整預售屋、或土地及建物分件登記案件；","RPSOMLLLKHIGFIF38DA","55.86","0","7.4","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５３號四樓","27.57","住","","","1081231","土地1建物1車位1","四層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","139.75","2","2","2","無","有","12030000","111587","坡道平面","46.28","1600000","土地價款:573萬元整建物價款:470萬元整預售屋、或土地及建物分件登記案件；","RPWNMLOLKHIGFIF98DA","55.11","0","7.4","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５３號","42.46","住","","","1081227","土地1建物1車位1","一層，二層","八層","華廈(10層含以下有電梯)","其他","鋼筋混凝土造","1111227","191.39","0","0","0","有","有","26400000","171504","坡道平面","47.37","1700000","土地價款:1358.5萬元整建物價款:1111.5萬元整預售屋、或土地及建物分件登記案件；","RPSOMLOLKHIGFIF68DA","96.32","0","0","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路５５號八樓","30.28","住","","","1081229","土地1建物1車位1","八層，見其他登記事項","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1111227","150.02","3","2","2","有","有","14490000","125572","坡道平面","47.37","1600000","土地價款:709萬元整建物價款:580萬元整112.3.1更名總價不變預售屋、或土地及建物分件登記案件；","RPQNMLMJLHIGFIF08DA","65.02","0","3.63","有"
"三峽區","房地(土地+建物)","新北市三峽區三樹路２４７號九樓","7.77","住","","","1120402","土地1建物1車位0","九層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","940609","52.9","1","1","1","有","有","7600000","143667","","0","0","","RPTPMLLKMHIGFIF68DA","38.21","1.11","0","有"
"三峽區","土地","麻園段1050地號","132.23","","一般農業區","農牧用地","1120411","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","2000000","15125","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPRNMLSKMHIGFIF09EA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區國慶路１３８號九樓","22.44","住","","","1120301","土地1建物1車位1","九層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","950524","168.21","3","2","2","有","有","17160000","115130","坡道平面","32.19","1500000","陽台外推；其他增建；","RPUOMLLJLHIGFIF48DA","91.63","0","9.63","有"
"三峽區","土地","東眼段東麓小段4-28地號","785.25","","森林區","農牧用地","1120315","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","706725","900","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPSNMLSLLHIGFIF09DA","0","0","0","無"
"三峽區","土地","東眼段東麓小段4-28地號","785.25","","森林區","農牧用地","1120315","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","706725","900","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPTNMLSLLHIGFIF56DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區中園街７之１號五樓","25.56","住","","","1120312","土地1建物1車位1","五層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1021030","171.64","3","2","2","有","有","14800000","86227","坡道平面","35.71","0","","RPSQMLLLLHIGFIF68DA","82.8","0.84","9.43","有"
"三峽區","土地","劉厝埔段134-1地號","153","","一般農業區","農牧用地","1120308","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","9700000","63399","","0","0","","RPVOMLNKLHIGFIF88DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區大同路２４０巷４５弄１２號","15.85","都市：其他:住宅區","","","1120309","土地4建物1車位1","一層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","841103","75.52","2","1","1","有","有","6000000","79449","坡道機械","0","0","","RPTOMLQJMHIGFIF98DA","47.27","4.47","0","有"
"三峽區","房地(土地+建物)","新北市三峽區中正路一段２８８之１號十三樓之一","8.11","住","","","1120307","土地1建物1車位0","十三層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","811109","79.45","2","2","2","有","有","7350000","92511","","0","0","","RPUNMLRJMHIGFIF09DA","67.91","0","2.28","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區學成路２９５號三樓","34.42","住","","","1120319","土地1建物1車位1","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1010130","271.38","4","2","2","有","有","29000000","106861","坡道平面","22.18","0","","RPWNMLKKMHIGFIF68DA","149.76","5.5","13.51","有"
"三峽區","房地(土地+建物)","新北市三峽區永安街９巷８號","28.2","住","","","1120312","土地1建物1車位0","一層，騎樓","五層","公寓(5樓含以下無電梯)","住商用","鋼筋混凝土造","750812","94.6","3","2","1","有","無","6500000","68710","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPSNMLLKMHIGFIF48EA","85.95","8.65","0","無"
"三峽區","土地","茅埔段135-3地號","129","","山坡地保育區","農牧用地","1120305","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","1833940","14217","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPWPMLLKMHIGFIF98DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區學成路２６０號五樓之七","10.01","住","","","1120302","土地1建物1車位1","五層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","951117","101.91","1","1","1","有","有","10160000","132883","坡道平面","36.74","1500000","","RPQNMLTJLHIGFIF78DA","36.34","0.71","6.15","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區學勤路１７０之２號三樓","16.59","商","","","1120311","土地1建物1車位1","三層","二十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","980730","203.91","3","2","2","有","有","23800000","134643","坡道平面","39.03","1600000","","RPXNMLQJMHIGFIF66DA","101.8","3.15","13.67","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區中正路二段１８之５號六樓","21.74","","一般農業區","甲種建築用地","1120327","土地2建物1車位1","六層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1060629","107.3","2","1","1","有","有","8500000","79217","坡道平面","25.03","0","","RPSNMLLMLHIGFIF48DA","46.4","5.23","2.76","有"
"三峽區","土地","溪南段1708地號","482.91","","山坡地保育區","農牧用地","1120328","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","1500000","3106","","0","0","","RPUNMLLMLHIGFIF68DA","0","0","0","無"
"三峽區","房地(土地+建物)","新北市三峽區二鬮路１３６巷２４弄７５號四樓","59.85","","山坡地保育區","丙種建築用地","1120311","土地3建物1車位0","四層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","830927","127.33","4","2","2","有","有","7300000","57336","","0","0","","RPSRMLKLLHIGFIF68DA","93.55","3.13","11.66","有"
"三峽區","房地(土地+建物)","新北市三峽區民生街１巷１之５８號三樓","18.41","住","","","1120310","土地1建物1車位0","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1071120","88.22","2","2","1","有","有","11000000","124688","","0","0","","RPTNMLMKMHIGFIF58DA","51.51","1.74","8.25","有"
"三峽區","土地","福德坑段905地號","7845.83","","山坡地保育區","農牧用地","1120320","土地8建物0車位0","","","其他","","","","0","0","0","0","無","無","3390000","432","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPRQMLLKMHIGFIF58DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區中華路６９號八樓之３","21.06","住","","","1120308","土地1建物1車位1","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","851101","160.03","3","2","2","有","有","12650000","79048","坡道平面","43.74","0","","RPTNMLLKMHIGFIF48DA","81.42","0","9.61","有"
"三峽區","土地","五寮段詩朗小段178-34地號","621","","森林區","農牧用地","1120320","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","900000","1449","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPQNMLMKMHIGFIF38EA","0","0","0","無"
"三峽區","房地(土地+建物)","新北市三峽區大同路１０８巷４號","101.11","住","","","1120301","土地1建物1車位0","全","二層","透天厝","住家用","加強磚造","","120.7","5","2","3","有","無","8000000","66280","","0","0","親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；","RPSNMLNKMHIGFIF68EA","120.7","0","0","無"
"三峽區","房地(土地+建物)","新北市三峽區復興路１７０號四樓","14.07","都市：其他:住宅區","","","1120310","土地2建物1車位0","四層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","830510","139.61","4","2","2","有","有","12550000","89893","","0","0","","RPROMLMLLHIGFIF48DA","113.7","0.21","9.92","有"
"三峽區","房地(土地+建物)","新北市三峽區白雞３３之５３號","911.06","","山坡地保育區","水利用地","1120312","土地3建物1車位0","全","二層","透天厝","住家用","加強磚造","691201","192.36","7","2","4","有","無","20000000","103972","","0","0","頂樓加蓋；其他增建；","RPTNMLKLLHIGFIF38DA","192.36","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區永安街１４３之８號七樓之３","20.92","住","","","1120301","土地1建物1車位1","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","871007","111.53","3","2","2","有","有","9380000","89263","坡道機械","17.65","1000000","陽台外推；其他增建；","RPWOMLLJLHIGFIF68DA","63.55","0","12.73","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區二鬮路１３６巷２０弄８９號十二樓","54.86","","山坡地保育區","丙種建築用地","1120304","土地3建物1車位1","十二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","830927","136.01","3","2","2","有","有","6980000","51320","坡道平面","0","0","陽台外推；","RPQOMLNKLHIGFIF38DA","79.87","2.8","10.43","有"
"三峽區","土地","龍福段212地號","191.68","","一般農業區","農牧用地","1120327","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","3362800","17544","","0","0","","RPPNMLNKMHIGFIF28DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區學府路１４６號三樓","18.31","住","","","1120305","土地1建物1車位1","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","980420","148.46","3","2","2","有","有","16350000","110131","坡道平面","15.26","0","","RPOOMLNKMHIGFIF28DA","73.55","8.6","8.42","有"
"三峽區","房地(土地+建物)","新北市三峽區復興路４２巷８號四樓之三","3.36","住","","","1120312","土地1建物1車位0","四層","十八層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","831115","33.46","1","0","1","有","有","4100000","122534","","0","0","","RPWNMLNKMHIGFIF98DA","26.36","0","3.61","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區文化路１３５之１號七樓","33.31","商","","","1120302","土地1建物1車位1","七層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","971226","210.18","4","2","2","有","有","22000000","104672","坡道平面","28.43","0","","RPSNMLOKMHIGFIF68DA","122.76","3.4","5.72","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區文化路２６６之７號五樓","19.97","住","","","1120314","土地2建物1車位1","五層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","830701","170.19","4","2","2","有","有","14680000","86257","坡道機械","0","0","","RPSNMLQKLHIGFIF78DA","117.91","0.95","10.52","有"
"三峽區","房地(土地+建物)","新北市三峽區三樹路２３７號七樓","13.1","住","","","1120226","土地1建物1車位0","七層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","931201","87.36","2","2","1","有","有","9680000","110806","","0","0","陽台外推；","RPPNMLQLKHIGFIF48DA","48.34","0","17.14","有"
"三峽區","土地","永安段179地號","586.24","工","","","1120222","土地11建物0車位0","","","其他","","","","0","0","0","0","無","無","1500000","2559","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPTNMLPKLHIGFIF78DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區中園街１５之１號二樓","16.02","住","","","1120213","土地1建物1車位1","二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1020503","124.54","2","2","1","有","有","9880000","79332","坡道平面","38.95","0","","RPOOMLKLLHIGFIF97DA","53.38","1.3","4.55","有"
"三峽區","房地(土地+建物)","新北市三峽區復興路４５５號十四樓之１","3.71","住","","","1120220","土地1建物1車位0","十四層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","841013","33.68","1","0","1","有","有","4350000","129157","","0","0","","RPVOMLMLLHIGFIF88DA","27.96","0","0","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區愛國路１６８號八樓之７","8.05","商","","","1120216","土地1建物1車位1","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1100719","97.64","1","1","1","有","有","10150000","103953","坡道平面","30.99","0","","RPQNMLKMLHIGFIF18DA","40.52","1.37","2.84","有"
"三峽區","房地(土地+建物)","新北市三峽區復興路７號五樓之三","4.16","都市：其他:住宅區","","","1120222","土地2建物1車位0","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","910801","40.47","1","1","1","有","有","5000000","123548","","0","0","","RPUOMLQJMHIGFIF09DA","28.02","0","2.51","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區弘園街５８號十一樓","26.63","住","","","1120219","土地2建物1車位1","十一層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1080912","162.53","3","2","2","有","有","15820000","97336","坡道平面","31.38","0","","RPTOMLQJLHIGFIF88DA","79.82","3.68","7.73","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區學成路１０７號三樓","13.2","住","","","1120219","土地1建物1車位1","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","960409","123.11","2","2","1","有","有","14000000","113719","坡道平面","32.82","0","","RPTNMLRJMHIGFIF98DA","55.62","0","8.56","有"
"三峽區","房地(土地+建物)","新北市三峽區溪東路２１１巷６９弄６號","90.14","","山坡地保育區","丙種建築用地","1120224","土地1建物1車位0","全","二層","透天厝","住家用","加強磚造","680316","72.8","4","2","1","有","無","5080000","69780","","0","0","其他增建；","RPQNMLQJMHIGFIF58DA","72.8","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區大學路３７之２號十二樓","16.2","住","","","1120217","土地1建物1車位1","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","941017","130.89","3","2","2","有","有","14500000","133415","坡道平面","32.7","1400000","其他增建；","RPWNMLSKMHIGFIF86DA","60.28","0","4.74","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區中園街７之１號十三樓","25.56","住","","","1120118","土地1建物1車位1","十三層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1021030","171.64","3","2","2","有","有","14380000","83780","坡道平面","35.7","0","","RPPNMLLMJHIGFIF97DA","82.8","0.84","9.43","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區弘園街３１號六樓","18.33","商","","","1120105","土地1建物1車位1","六層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1030219","184.52","3","2","2","有","有","11600000","62866","坡道平面","34.6","0","親友、員工、共有人或其他特殊關係間之交易；","RPRNMLKKMHIGFIF18DA","91.62","1.61","10.35","有"
"三峽區","土地","溪南段1561地號","8209.16","","山坡地保育區","農牧用地","1120114","土地4建物0車位0","","","其他","","","","0","0","0","0","無","無","6900000","841","","0","0","親友、員工、共有人或其他特殊關係間之交易；未登記建物；農作物；","RPTNMLNLLHIGFIF68DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區民生街１巷５之１１３號八樓","18.17","住","","","1111211","土地1建物1車位1","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1031211","120.43","2","2","1","有","有","12100000","116959","坡道平面","29.8","1500000","其他增建；","RPSNMLSKMHIGFIF56EA","56.41","1.48","5.25","有"
"三峽區","房地(土地+建物)+車位","新北市三峽區中正路二段２９９巷１９號","103.25","","鄉村區","乙種建築用地","1120407","土地2建物1車位1","全","四層","透天厝","住家用","鋼筋混凝土造","1090211","260.11","4","2","5","有","無","21020000","80812","一樓平面","0","0","土地:1156萬元建物:946萬元","RPRNMLTKMHIGFIF09DA","244.97","0","15.14","有"
"三峽區","土地","劉厝埔段174地號","3.6","","一般農業區","甲種建築用地","1120410","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","173000","48056","","0","0","親友、員工、共有人或其他特殊關係間之交易；","RPPNMLLLMHIGFIF28EA","0","0","0","無"
"三峽區","土地","民權段592地號","6.99","住","","","1120410","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","529000","75680","","0","0","","RPTOMLTKMHIGFIF76DA","0","0","0","無"
"三峽區","土地","民權段593地號","0.51","住","","","1120410","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","38300","0","","0","0","","RPUOMLTKMHIGFIF86DA","0","0","0","無"
"三峽區","土地","成福段小暗坑小段1071地號","201.88","","山坡地保育區","林業用地","1120412","土地9建物0車位0","","","其他","","","","0","0","0","0","無","無","244320","1210","","0","0","土地增值稅買方負擔親友、員工、共有人或其他特殊關係間之交易；","RPPNMLLLMHIGFIF18DA","0","0","0","無"
"三峽區","房地(土地+建物)+車位","新北市三峽區大觀路３１３號二樓","27.2","住","","","1120404","土地1建物1車位1","二層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","950127","197.54","4","2","2","有","有","20130000","101903","坡道平面","31.18","0","陽台外推；","RPXNMLOLMHIGFIF66DA","114.73","2.37","9.98","有"
